window_start,node_id,source_file,node_role,layer,parent_mac,n_samples_present,n_samples_expected,rssi_dbm_mean,rssi_dbm_var,rssi_dbm_min,rssi_dbm_max,retry_count_delta,retry_count_reset_detected,tx_count_delta,tx_count_reset_detected,probes_count_delta,probes_count_reset_detected,window_label,window_phase_id,ForwardingRatio,IngressEgressDelta,ConsistencyScore,RetryRate,RSSI_mean,RSSI_var,RSSI_Hop_Diff,LatencyHopRatio,TunnelIntensity,TunnelBytes,TunnelLatency,ParentSwitchRate,LayerChangeCount,HopStabilityDuration,RSSI_stability,PDR,Label,missing_firmware_fields
0,NODE_B4BFE934ED80,victim_COM26_tree_none_r1_20260714_071408_telem.csv,victim,2.0,B0:CB:D8:F3:32:19,4,5,-57.75,1.6875,-60.0,-57.0,0.0,False,0.0,True,0.0,True,0.0,0.0,,,,0.0,-57.75,1.6875,0.3500000000000014,,,,,0.0,0,4.0,4.0,,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore"
5,NODE_B4BFE934ED80,victim_COM26_tree_none_r1_20260714_071408_telem.csv,victim,2.0,B0:CB:D8:F3:32:19,5,5,-57.0,0.0,-57.0,-57.0,0.0,False,0.0,False,0.0,False,0.0,0.0,,,,0.0,-57.0,0.0,0.3999999999999986,,,,,0.0,0,4.0,4.0,,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore"
10,NODE_B4BFE934ED80,victim_COM26_tree_none_r1_20260714_071408_telem.csv,victim,2.0,B0:CB:D8:F3:32:19,5,5,-57.4,0.24,-58.0,-57.0,0.0,False,1.0,False,1.0,False,0.0,0.0,,,,0.0,-57.4,0.24,0.0,,,,,0.0,0,4.0,4.0,,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore"
15,NODE_B4BFE934ED80,victim_COM26_tree_none_r1_20260714_071408_telem.csv,victim,2.0,B0:CB:D8:F3:32:19,5,5,-57.0,0.8,-58.0,-56.0,0.0,False,0.0,False,0.0,False,0.0,0.0,,,,0.0,-57.0,0.8,0.3999999999999986,,,,,0.0,0,4.0,4.0,,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore"
20,NODE_B4BFE934ED80,victim_COM26_tree_none_r1_20260714_071408_telem.csv,victim,2.0,B0:CB:D8:F3:32:19,5,5,-57.0,0.0,-57.0,-57.0,0.0,False,0.0,False,0.0,False,0.0,0.0,,,,0.0,-57.0,0.0,0.3999999999999986,,,,,0.0,0,4.0,4.0,,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore"
25,NODE_B4BFE934ED80,victim_COM26_tree_none_r1_20260714_071408_telem.csv,victim,2.0,B0:CB:D8:F3:32:19,5,5,-57.4,0.24,-58.0,-57.0,0.0,False,1.0,False,1.0,False,0.0,0.0,,,,0.0,-57.4,0.24,0.0,,,,,0.0,0,4.0,4.0,,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore"
30,NODE_B4BFE934ED80,victim_COM26_tree_none_r1_20260714_071408_telem.csv,victim,2.0,B0:CB:D8:F3:32:19,5,5,-57.0,0.0,-57.0,-57.0,0.0,False,0.0,False,0.0,False,0.0,0.0,,,,0.0,-57.0,0.0,0.3999999999999986,,,,,0.0,0,4.0,4.0,,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore"
35,NODE_B4BFE934ED80,victim_COM26_tree_none_r1_20260714_071408_telem.csv,victim,2.0,B0:CB:D8:F3:32:19,5,5,-57.4,0.24,-58.0,-57.0,0.0,False,0.0,False,0.0,False,0.0,0.0,,,,0.0,-57.4,0.24,0.0,,,,,0.0,0,4.0,4.0,,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore"
40,NODE_B4BFE934ED80,victim_COM26_tree_none_r1_20260714_071408_telem.csv,victim,2.0,B0:CB:D8:F3:32:19,5,5,-57.2,0.16,-58.0,-57.0,0.0,False,0.0,False,0.0,False,0.0,0.0,,,,0.0,-57.2,0.16,0.19999999999999574,,,,,0.0,0,4.0,4.0,,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore"
45,NODE_B4BFE934ED80,victim_COM26_tree_none_r1_20260714_071408_telem.csv,victim,2.0,B0:CB:D8:F3:32:19,5,5,-57.4,0.24,-58.0,-57.0,0.0,False,0.0,False,0.0,False,0.0,0.0,,,,0.0,-57.4,0.24,0.0,,,,,0.0,0,4.0,4.0,,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore"
